field_1,acceptedNa,acceptedSc,acceptedTa,accessRigh,adm1,adm2,associated,associat_1,associat_2,associat_3,basisOfRec,behavior,bibliograp,catalogNum,class,classKey,cloc,collection,collecti_1,collecti_2,continent,coordinate,coordina_1,country,crawlId,dataGenera,datasetID,datasetKey,datasetNam,dateIdenti,day,depth,dispositio,dynamicPro,elevation,elevationA,endDayOfYe,establishm,eventDate,eventID,eventRemar,eventTime,family,familyKey,fieldNumbe,footprintS,footprintW,fullCountr,gbifID,genericNam,genus,genusKey,geodeticDa,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,georefer_5,habitat,higherClas,higherGeog,higherGe_1,hostingOrg,http_//unk,http_//u_1,http_//u_2,http_//u_3,http_//u_4,http_//u_5,http_//u_6,http_//u_7,identifica,identifi_1,identifi_2,identifi_3,identified,identifier,inCluster,individual,informatio,installati,institutio,institut_1,institut_2,isInCluste,island,islandGrou,ISO2,iucnRedLis,key,kingdom,kingdomKey,language,lastCrawle,lastInterp,lastParsed,lat,license,lifeStage,locality,locationAc,locationID,locationRe,lon,modified,month,municipali,nameAccord,nomenclatu,nomencla_1,occurrence,occurren_1,occurren_2,order,orderKey,organismID,organismQu,organism_1,organismRe,originalNa,otherCatal,ownerInsti,parentEven,parentName,phylum,phylumKey,preparatio,previousId,projectId,protocol,publishing,publishi_1,recordedBy,recordNumb,references,rights,rightsHold,sampleSize,samplingEf,samplingPr,scientific,species,speciesKey,specificEp,startDayOf,taxonConce,taxonID,taxonKey,taxonomicS,taxonRank,taxonRemar,type,typeStatus,verbatimCo,verbatimEl,verbatimEv,verbatimId,verbatimLo,verbatimSR,verbatimTa,vernacular,waterBody,year,downloadDa
"38",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Ohio,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"118400382",Gastropoda,"225","Ohio, United States",Observations,NA,NA,NA,NA,"68",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2022-05-23T18:11:45,"23",NA,NA,NA,NA,NA,NA,NA,2022-05-23T14:00:45,NA,NA,18:00:45Z,Arionidae,"2629",NA,NA,NA,United States of America,3802697893,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,poopenthusiest,NA,NA,NA,"263177438",NA,NA,NA,Mercedes-Fletcher,"118400382",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3802697893.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:30:56.813,2022/06/03 11:30:56.813,41.379772000000003,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-81.719598000000005,2022-05-23T18:20:11.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/118400382,slug with other things,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,poopenthusiest,NA,https://www.inaturalist.org/observations/118400382,NA,poopenthusiest,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2022-05-23 14:00:45-04:00,NA,"Bruening Dr, Parma, OH, US",NA,NA,NA,NA,"2022",2022/07/05
"39",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Massachusetts,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"68300338",Gastropoda,"225","Massachusetts, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-01-19T15:41:12,"16",NA,NA,NA,NA,NA,NA,NA,2021-01-16T13:02:41,NA,NA,18:02:41Z,Arionidae,"2629",NA,NA,NA,United States of America,3031750265,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,krusteika,NA,NA,NA,"151244832",NA,NA,NA,Yan Cai,"68300338",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3031750265.000000476837158,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:56:06.587,2022/06/03 10:56:06.587,42.232370000000003,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-70.833817999999994,2021-01-19T18:08:26.000+00:00,"1",NA,NA,NA,NA,https://www.inaturalist.org/observations/68300338,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,krusteika,NA,https://www.inaturalist.org/observations/68300338,NA,krusteika,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021-01-16 1:02:41 PM EST,NA,"Cohasset, MA 02025, USA",NA,NA,NA,NA,"2021",2022/07/05
"40",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Maryland,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"68508523",Gastropoda,"225","Maryland, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-01-25T18:00:51,"23",NA,NA,NA,NA,NA,NA,NA,2021-01-23T14:30:00,NA,NA,19:30:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3032164629,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,stephen220,NA,NA,NA,"152075245",NA,NA,NA,Yan Cai,"68508523",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3032164628.999999523162842,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:16:27.647,2022/06/03 11:16:27.647,39.009501999999998,http://creativecommons.org/publicdomain/zero/1.0/legalcode,NA,NA,NA,NA,NA,-77.007042999999996,2021-09-12T03:29:41.000+00:00,"1",NA,NA,NA,NA,https://www.inaturalist.org/observations/68508523,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Stephen John Davies,NA,https://www.inaturalist.org/observations/68508523,NA,Stephen John Davies,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/01/23 2:30 PM EST,NA,"Silver Spring, MD, USA",NA,NA,NA,NA,"2021",2022/07/05
"43",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,New Jersey,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"68181529",Gastropoda,"225","New Jersey, United States",Observations,NA,NA,NA,NA,"15676",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-01-17T15:38:04,"16",NA,NA,NA,NA,NA,NA,NA,2021-01-16T15:47:46,NA,NA,20:47:46Z,Arionidae,"2629",NA,NA,NA,United States of America,3307219382,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,travelatwill,NA,NA,NA,"150930540",NA,NA,NA,Yan Cai,"68181529",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3307219381.999999523162842,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:35:58.769,2022/06/03 11:35:58.769,39.712409999999998,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-74.950884000000002,2021-06-15T15:02:17.000+00:00,"1",NA,NA,NA,NA,https://www.inaturalist.org/observations/68181529,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,travelatwill,NA,https://www.inaturalist.org/observations/68181529,NA,travelatwill,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Sat Jan 16 2021 15:47:46 GMT-0500 (EST),NA,"New Brooklyn Park, Sicklerville, NJ, US",NA,NA,NA,NA,"2021",2022/07/05
"45",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Oregon,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"69830262",Gastropoda,"225","Oregon, United States",Observations,NA,NA,NA,NA,"5",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-02-20T13:41:03,"19",NA,NA,NA,NA,NA,NA,NA,2021-02-19T09:28:00,NA,NA,17:28:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3044729610,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,sedgequeen,NA,NA,NA,"155744879",NA,The Pneumostome of Deroceras species is located to the right rear of the mantle.,NA,Yan Cai,"69830262",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3044729610.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:31:05.233,2022/06/03 11:31:05.233,44.590642000000003,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-123.267482999999999,2022-01-25T01:29:15.000+00:00,"2",NA,NA,NA,NA,https://www.inaturalist.org/observations/69830262,Looks like slugs partied all night on my patio. I caught them slinking home with the dawn. All my name suggestions are very tentative. I don't know slugs.,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Barbara L. Wilson,NA,https://www.inaturalist.org/observations/69830262,NA,Barbara L. Wilson,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/02/19 9:28 AM PST,NA,"Corvallis, OR, USA",NA,NA,NA,NA,"2021",2022/07/05
"47",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Virginia,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"70976837",Gastropoda,"225","Virginia, United States",Observations,NA,NA,NA,NA,"880",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-03-11T13:48:29,"10",NA,NA,NA,NA,NA,NA,NA,2021-03-10T16:57:00,NA,NA,21:57:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3058919251,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,izafarr,NA,NA,NA,"158913469",NA,NA,NA,Yan Cai,"70976837",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3058919251.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:56:14.789,2022/06/03 10:56:14.789,38.938032000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-77.281930000000003,2021-03-11T15:24:28.000+00:00,"3",NA,NA,NA,NA,https://www.inaturalist.org/observations/70976837,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Izabella Farr,NA,https://www.inaturalist.org/observations/70976837,NA,Izabella Farr,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/03/10 4:57 PM EST,NA,"9750 Meadowlark Gardens Ct, Vienna, VA 22182, USA",NA,NA,NA,NA,"2021",2022/07/05
"48",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Michigan,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"70899146",Gastropoda,"225","Michigan, United States",Observations,NA,NA,NA,NA,"27661",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-03-09T21:27:35,"9",NA,NA,NA,NA,NA,NA,NA,2021-03-09T15:43:00,NA,NA,01:43:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3059032604,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,antoniw,NA,NA,NA,"158650382",NA,NA,NA,Antoni W.,"70899146",FALSE,NA,Coordinate uncertainty increased to 27661m at the request of the observer,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3059032604.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:21:25.682,2022/06/03 11:21:25.682,42.319462999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-83.731632000000005,2022-04-21T22:38:16.000+00:00,"3",NA,NA,NA,NA,https://www.inaturalist.org/observations/70899146,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Antoni W.,NA,https://www.inaturalist.org/observations/70899146,NA,Antoni W.,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/03/09 3:43 PM HST,NA,"Michigan, US",NA,NA,NA,NA,"2021",2022/07/05
"50",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Michigan,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"71743183",Gastropoda,"225","Michigan, United States",Observations,NA,NA,NA,NA,"233",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-03-21T21:20:27,"21",NA,NA,NA,NA,NA,NA,NA,2021-03-21T15:30:00,NA,NA,19:30:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3067860197,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,megachile,NA,NA,NA,"160726296",NA,NA,NA,megachile,"71743183",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3067860197.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:56:34.056,2022/06/03 10:56:34.056,43.617291000000002,http://creativecommons.org/publicdomain/zero/1.0/legalcode,NA,NA,NA,NA,NA,-84.179811000000001,2021-03-22T17:37:17.000+00:00,"3",NA,NA,NA,NA,https://www.inaturalist.org/observations/71743183,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,megachile,NA,https://www.inaturalist.org/observations/71743183,NA,megachile,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/03/21 3:30 PM EDT,NA,"Midland, MI, USA",NA,NA,NA,NA,"2021",2022/07/05
"51",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Maryland,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"72102100",Gastropoda,"225","Maryland, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-03-26T18:15:00,"26",NA,NA,NA,NA,NA,NA,NA,2021-03-26T08:52:00,NA,NA,12:52:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3070354596,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,stephen220,NA,NA,NA,"161565542",NA,NA,NA,Stephen John Davies,"72102100",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3070354596.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:54:17.338,2022/06/03 11:54:17.338,39.022835999999998,http://creativecommons.org/publicdomain/zero/1.0/legalcode,NA,NA,NA,NA,NA,-77.038309999999996,2021-09-12T03:29:41.000+00:00,"3",NA,NA,NA,NA,https://www.inaturalist.org/observations/72102100,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Stephen John Davies,NA,https://www.inaturalist.org/observations/72102100,NA,Stephen John Davies,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/03/26 8:52 AM EDT,NA,"Montgomery, Maryland, United States",NA,NA,NA,NA,"2021",2022/07/05
"52",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Vermont,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"72117675",Gastropoda,"225","Vermont, United States",Observations,NA,NA,NA,NA,"184",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-03-26T21:50:46,"26",NA,NA,NA,NA,NA,NA,NA,2021-03-26T17:00:00,NA,NA,21:00:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3070358582,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,jamiegriffiths,NA,NA,NA,"161597477",NA,NA,NA,Jamie Griffiths,"72117675",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3070358582.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:14:40.873,2022/06/03 11:14:40.873,44.466467000000002,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-72.970491999999993,2021-03-27T14:21:35.000+00:00,"3",NA,NA,NA,NA,https://www.inaturalist.org/observations/72117675,feeding on unfertilized frog eggs strewn across the ground likely from a wood frog killed by a bird,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Jamie Griffiths,NA,https://www.inaturalist.org/observations/72117675,NA,Jamie Griffiths,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/03/26 5:00 PM EDT,NA,"389 Browns Trace Rd, Jericho, VT 05465, USA",NA,NA,NA,NA,"2021",2022/07/05
"53",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Ohio,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"71000498",Gastropoda,"225","Ohio, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-03-11T15:52:40,"8",NA,NA,NA,NA,NA,NA,NA,2021-03-08T12:11:00,NA,NA,17:11:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3070380468,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,sandykeller,NA,NA,NA,"158926980",NA,NA,NA,Yan Cai,"71000498",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3070380468.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:56:21.497,2022/06/03 10:56:21.497,39.185085999999998,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-84.533041999999995,2021-07-12T03:00:03.000+00:00,"3",NA,NA,NA,NA,https://www.inaturalist.org/observations/71000498,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Sandra Keller,NA,https://www.inaturalist.org/observations/71000498,NA,Sandra Keller,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/03/08 12:11 PM EST,NA,"Northside, Cincinnati, OH, USA",NA,NA,NA,NA,"2021",2022/07/05
"54",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Ohio,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"72231180",Gastropoda,"225","Ohio, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-03-28T02:29:01,"27",NA,NA,NA,NA,NA,NA,NA,2021-03-27T21:40:00,NA,NA,01:40:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3070768825,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,cobal,NA,NA,NA,"161830338",NA,NA,NA,cobal,"72231180",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3070768825.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:56:38.630,2022/06/03 10:56:38.630,40.206927000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-82.170133000000007,2021-03-28T15:30:56.000+00:00,"3",NA,NA,NA,NA,https://www.inaturalist.org/observations/72231180,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,cobal,NA,https://www.inaturalist.org/observations/72231180,NA,cobal,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/03/27 9:40 PM EDT,NA,"Coshocton County, OH, USA",NA,NA,NA,NA,"2021",2022/07/05
"55",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Ohio,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"73937772",Gastropoda,"225","Ohio, United States",Observations,NA,NA,NA,NA,"61",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-04-14T13:41:43,"26",NA,NA,NA,NA,NA,NA,NA,2021-03-26T11:51:00,NA,NA,15:51:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3090876885,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,ocvndave,NA,NA,NA,"165450068",NA,NA,NA,Dave Woehr,"73937772",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3090876885.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:54:19.609,2022/06/03 11:54:19.609,39.398071000000002,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-84.094993000000002,2021-04-17T12:51:53.000+00:00,"3",NA,NA,NA,NA,https://www.inaturalist.org/observations/73937772,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Dave Woehr,NA,https://www.inaturalist.org/observations/73937772,NA,Dave Woehr,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/03/26 11:51 AM EDT,NA,"Warren County, OH, USA",NA,NA,NA,NA,"2021",2022/07/05
