fid,field_1,acceptedNa,acceptedSc,acceptedTa,accessRigh,adm1,adm2,associated,associat_1,basisOfRec,catalogNum,class,classKey,cloc,collection,collecti_1,collecti_2,continent,coordinate,coordina_1,country,crawlId,dataGenera,datasetID,datasetKey,datasetNam,dateIdenti,day,dispositio,dynamicPro,elevation,elevationA,endDayOfYe,establishm,eventDate,eventID,eventTime,family,familyKey,fieldNumbe,footprintW,fullCountr,gbifID,genericNam,genus,genusKey,geodeticDa,georeferen,georefer_1,georefer_2,georefer_3,habitat,higherClas,higherGeog,hostingOrg,http_//unk,http_//u_1,http_//u_2,http_//u_3,http_//u_4,http_//u_5,http_//u_6,identifica,identifi_1,identifi_2,identified,identifier,inCluster,individual,informatio,installati,institutio,institut_1,institut_2,isInCluste,island,islandGrou,ISO2,iucnRedLis,key,kingdom,kingdomKey,language,lastCrawle,lastInterp,lastParsed,lat,license,lifeStage,locality,locationAc,locationID,locationRe,lon,materialSa,modified,month,municipali,nameAccord,nomenclatu,occurrence,occurren_1,occurren_2,order,orderKey,organismID,organismNa,organismRe,originalNa,otherCatal,ownerInsti,phylum,phylumKey,preparatio,programmeA,projectId,protocol,publishing,publishi_1,recordedBy,recordNumb,references,rightsHold,samplingPr,scientific,scientif_1,species,speciesKey,specificEp,startDayOf,taxonConce,taxonID,taxonKey,taxonomicS,taxonRank,taxonRemar,type,typeStatus,verbatimEl,verbatimEv,verbatimLo,vernacular,waterBody,year,downloadDa
53,418,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"39565925",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"10",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-03-05T17:50:20,"3",NA,NA,NA,NA,NA,NA,2020-03-03T13:46:33,NA,23:46:33Z,Veronicellidae,6526,NA,NA,United States of America,2579376895.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,iamscientistsam,NA,NA,NA,NA,"89373741",NA,NA,Yan Cai,"39565925",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2579376895.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:21:41.470+00:00,2022-02-20T00:21:41.470+00:00,20.204626999999999,http://creativecommons.org/publicdomain/zero/1.0/legalcode,NA,NA,NA,NA,NA,-155.732116999999988,NA,2022-01-08T22:16:35.000+00:00,"3",NA,NA,NA,https://www.inaturalist.org/observations/39565925,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Sam Herniman,NA,https://www.inaturalist.org/observations/39565925,Sam Herniman,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Tue Mar 03 2020 13:46:33 GMT-1000 (HST),"Hawaii County, US-HI, US",NA,NA,"2020",2022-02-20
54,466,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"45192256",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,NA,United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-05-07T21:39:36,"7",NA,NA,NA,NA,NA,NA,2020-05-07T06:28:42,NA,16:28:42Z,Veronicellidae,6526,NA,NA,United States of America,2626306704.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,adtaylor808,NA,NA,NA,NA,"101477578",NA,NA,Yan Cai,"45192256",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2626306704.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:48:48.925+00:00,2022-02-20T00:48:48.925+00:00,21.452027999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-158.017723999999987,NA,2020-05-15T08:29:44.000+00:00,"5",NA,NA,NA,https://www.inaturalist.org/observations/45192256,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Andy Taylor,NA,https://www.inaturalist.org/observations/45192256,Andy Taylor,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2020-05-07 6:28:42 AM HST,"Honolulu County, US-HI, US",NA,NA,"2020",2022-02-20
55,558,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"54112654",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"25",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-07-24T00:33:45,"23",NA,NA,NA,NA,NA,NA,2020-07-23T09:13:33,NA,19:13:33Z,Veronicellidae,6526,NA,NA,United States of America,2826404733.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,rmscreen,NA,NA,NA,NA,"119155570",NA,NA,rmscreen,"54112654",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2826404733.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:54:09.137+00:00,2022-02-20T00:54:09.137+00:00,21.333746999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.711327000000011,NA,2020-11-09T05:11:54.000+00:00,"7",NA,NA,NA,https://www.inaturalist.org/observations/54112654,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,rmscreen,NA,https://www.inaturalist.org/observations/54112654,rmscreen,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2020-07-23 9:13:33 AM HST,"Waimanalo, HI 96795, USA",NA,NA,"2020",2022-02-20
56,588,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"57671642",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"22",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-08-26T20:23:22,"12",NA,NA,NA,NA,NA,NA,2020-08-12T17:43:45,NA,03:43:45Z,Veronicellidae,6526,NA,NA,United States of America,2856638332.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,tannamarie,NA,NA,NA,NA,"126326791",NA,NA,tannamarie,"57671642",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2856638332.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:42:55.957+00:00,2022-02-20T00:42:55.957+00:00,20.085189000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-155.494020000000006,NA,2020-08-26T21:16:17.000+00:00,"8",NA,NA,NA,https://www.inaturalist.org/observations/57671642,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,tannamarie,NA,https://www.inaturalist.org/observations/57671642,tannamarie,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Wed Aug 12 2020 17:43:45 GMT-1000 (HST),"Hawai<U+02BB>i, Honokaa, HI, US",NA,NA,"2020",2022-02-20
57,623,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"59238325",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"6",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-09-11T18:11:33,"11",NA,NA,NA,NA,NA,NA,2020-09-11T07:37:10,NA,17:37:10Z,Veronicellidae,6526,NA,NA,United States of America,2864753789.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,jstarmer,NA,NA,NA,NA,"129585847",NA,NA,John Starmer,"59238325",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2864753789.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:24:36.064+00:00,2022-02-20T00:24:36.064+00:00,20.746662000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-156.449067000000014,NA,2020-09-25T01:33:36.000+00:00,"9",NA,NA,NA,https://www.inaturalist.org/observations/59238325,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,John Starmer,NA,https://www.inaturalist.org/observations/59238325,John Starmer,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Fri Sep 11 2020 07:37:10 GMT-1000 (HST),"Maui, Kihei, HI, US",NA,NA,"2020",2022-02-20
58,669,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"63401268",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"130",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-10-25T21:21:24,"24",NA,NA,NA,NA,NA,NA,2020-10-24T06:36:48,NA,06:36:48Z,Veronicellidae,6526,NA,NA,United States of America,2963857695.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,brothernature627,NA,NA,NA,NA,"138489391",NA,NA,Karim Gharbi,"63401268",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2963857695.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:51:30.971+00:00,2022-02-20T00:51:30.971+00:00,21.380952000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.713653999999991,NA,2020-10-29T15:25:35.000+00:00,"10",NA,NA,NA,https://www.inaturalist.org/observations/63401268,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Karim Gharbi,NA,https://www.inaturalist.org/observations/63401268,Karim Gharbi,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2020-10-24 6:36:48 AM HST,"Kailua, HI, USA",NA,NA,"2020",2022-02-20
59,670,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"63462161",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"19",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-10-25T07:24:50,"24",NA,NA,NA,NA,NA,NA,2020-10-24T09:10:56,NA,19:10:56Z,Veronicellidae,6526,NA,NA,United States of America,2963864754.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,rrash,NA,NA,NA,NA,"138369261",NA,NA,Ryan Rash,"63462161",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2963864754.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T01:05:11.579+00:00,2022-02-20T01:05:11.579+00:00,21.282678000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.814163000000008,NA,2020-10-26T17:24:43.000+00:00,"10",NA,NA,NA,https://www.inaturalist.org/observations/63462161,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Ryan Rash,NA,https://www.inaturalist.org/observations/63462161,Ryan Rash,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Sat Oct 24 2020 09:10:56 GMT-1000 (HST),"O<U+02BB>ahu, Honolulu, HI, US",NA,NA,"2020",2022-02-20
60,679,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"63530548",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"48",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-10-25T23:25:41,"25",NA,NA,NA,NA,NA,NA,2020-10-25T13:24:32,NA,23:24:32Z,Veronicellidae,6526,NA,NA,United States of America,2963959850.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,gkormylo,NA,NA,NA,NA,"138508827",NA,NA,gkormylo,"63530548",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2963959850.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:45:12.761+00:00,2022-02-20T00:45:12.761+00:00,21.648555999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.918241999999992,NA,2020-10-29T15:25:33.000+00:00,"10",NA,NA,NA,https://www.inaturalist.org/observations/63530548,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gkormylo,NA,https://www.inaturalist.org/observations/63530548,gkormylo,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Sun Oct 25 2020 13:24:32 GMT-1000 (HST),"O<U+02BB>ahu, Laie, HI, US",NA,NA,"2020",2022-02-20
61,694,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"64696538",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,NA,United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-11-12T05:50:52,"11",NA,NA,NA,NA,NA,NA,2020-11-11T11:39:00,NA,21:39:00Z,Veronicellidae,6526,NA,NA,United States of America,2984482968.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,kbkash,NA,NA,NA,NA,"141306270",NA,NA,Kevin Huang,"64696538",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2984482968.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:56:02.569+00:00,2022-02-20T00:56:02.569+00:00,19.923976000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-155.890346999999991,NA,2020-11-12T06:02:07.000+00:00,"11",NA,NA,NA,https://www.inaturalist.org/observations/64696538,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,kbkash,NA,https://www.inaturalist.org/observations/64696538,kbkash,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2020/11/11 11:39 AM HST,"Puako, HI, USA",NA,NA,"2020",2022-02-20
62,757,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"19528133",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"5",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-01-09T06:40:13,"8",NA,NA,NA,NA,NA,NA,2019-01-08T20:39:16,NA,06:39:16Z,Veronicellidae,6526,NA,NA,United States of America,1986618979.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,jstarmer,NA,NA,NA,NA,"42824506",NA,NA,John Starmer,"19528133",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1986618979.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:40:09.659+00:00,2022-02-20T00:40:09.659+00:00,20.748009000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-156.449241999999998,NA,2019-07-20T22:13:59.000+00:00,"1",NA,NA,NA,https://www.inaturalist.org/observations/19528133,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,John Starmer,NA,https://www.inaturalist.org/observations/19528133,John Starmer,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Tue Jan 08 2019 20:39:16 GMT-1000 (HST),"250 E Lipoa St, Kihei, HI, US",NA,NA,"2019",2022-02-20
63,759,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"19773474",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"5",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-01-21T04:16:59,"17",NA,NA,NA,NA,NA,NA,2019-01-17T19:34:07,NA,03:34:07Z,Veronicellidae,6526,NA,NA,United States of America,2294406701.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,froggydame,NA,NA,NA,NA,"43584858",NA,NA,Lilly Eluvathingal,"19773474",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2294406701.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:50:23.116+00:00,2022-02-20T00:50:23.116+00:00,21.880469999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-159.429642000000001,NA,2019-07-20T22:12:30.000+00:00,"1",NA,NA,NA,https://www.inaturalist.org/observations/19773474,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Lilly Eluvathingal,NA,https://www.inaturalist.org/observations/19773474,Lilly Eluvathingal,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Thu Jan 17 2019 19:34:07 GMT-0800 (PST),"Poipu Bay Golf Course, Koloa, HI, US",NA,NA,"2019",2022-02-20
64,766,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"20401243",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"5",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-02-17T18:59:20,"16",NA,NA,NA,NA,NA,NA,2019-02-16T13:21:20,NA,23:21:20Z,Veronicellidae,6526,NA,NA,United States of America,2294407517.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,jstarmer,NA,NA,NA,NA,"45482064",NA,NA,John Starmer,"20401243",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2294407517.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:46:42.659+00:00,2022-02-20T00:46:42.659+00:00,20.895600000000002,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-156.450534000000005,NA,2019-07-20T22:09:57.000+00:00,"2",NA,NA,NA,https://www.inaturalist.org/observations/20401243,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,John Starmer,NA,https://www.inaturalist.org/observations/20401243,John Starmer,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Sat Feb 16 2019 13:21:20 GMT-1000 (HST),"Kanaha Pond State Wildlife Sanctuary, Kahului, HI, US",NA,NA,"2019",2022-02-20
65,769,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"20981725",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"3586",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-03-05T23:25:15,"5",NA,NA,NA,NA,NA,NA,2019-03-05T09:34:25,NA,16:34:25Z,Veronicellidae,6526,NA,NA,United States of America,2013692937.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,andybridges,NA,NA,NA,NA,"46738483",NA,NA,Andy Bridges,"20981725",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2013692937.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:35:17.248+00:00,2022-02-20T00:35:17.248+00:00,21.880935000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-159.460874999999987,NA,2019-07-20T22:05:34.000+00:00,"3",NA,NA,NA,https://www.inaturalist.org/observations/20981725,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Andy Bridges,NA,https://www.inaturalist.org/observations/20981725,Andy Bridges,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2019-03-05 9:34:25 AM HST,"2393 Kiahuna Plantation Dr, Koloa, HI 96756, USA",NA,NA,"2019",2022-02-20
66,771,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"21043599",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"526",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-07-20T09:45:30,"7",NA,NA,NA,NA,NA,NA,2019-03-07T12:15:57,NA,22:15:57Z,Veronicellidae,6526,NA,NA,United States of America,2294408145.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,jackaboy68,NA,NA,NA,NA,"63349882",NA,NA,Kevin Huang,"21043599",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2294408145.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:38:43.920+00:00,2022-02-20T00:38:43.920+00:00,20.099122999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-155.776658999999995,NA,2019-07-20T17:47:50.000+00:00,"3",NA,NA,NA,https://www.inaturalist.org/observations/21043599,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Jackson,NA,https://www.inaturalist.org/observations/21043599,Jackson,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2019-03-07 12:15:57 PM HAST,"HI-250, Waimea, HI 96743, USA",NA,NA,"2019",2022-02-20
